0/ff0a1e149771.wav,0/ff0a1e149771.txt
0/ff0c6e70635d.wav,0/ff0c6e70635d.txt
0/ff6cc7713742.wav,0/ff6cc7713742.txt
0/ff31ce51a35e.wav,0/ff31ce51a35e.txt
0/ff64db3631be.wav,0/ff64db3631be.txt
0/ff785a7eb06d.wav,0/ff785a7eb06d.txt
0/ff66191d07f5.wav,0/ff66191d07f5.txt
0/ffdb27355c34.wav,0/ffdb27355c34.txt
0/00af61212ab0.wav,0/00af61212ab0.txt
0/00d7156dad99.wav,0/00d7156dad99.txt
0/00fb21eb0af9.wav,0/00fb21eb0af9.txt
0/0a3bd6ff4b3e.wav,0/0a3bd6ff4b3e.txt
0/0a4bf4c7f300.wav,0/0a4bf4c7f300.txt
0/0a13b1138413.wav,0/0a13b1138413.txt
0/0a98ccddaac0.wav,0/0a98ccddaac0.txt
0/0a5389d061e1.wav,0/0a5389d061e1.txt
0/0a3382193931.wav,0/0a3382193931.txt
0/0ac3fa9a7cd3.wav,0/0ac3fa9a7cd3.txt
0/0ae1c12e8396.wav,0/0ae1c12e8396.txt
0/0b2bccc5392a.wav,0/0b2bccc5392a.txt
0/0b9a7890e2b5.wav,0/0b9a7890e2b5.txt
0/0b70c68844b8.wav,0/0b70c68844b8.txt
0/0b77a3de72a9.wav,0/0b77a3de72a9.txt
0/0b645ffa2326.wav,0/0b645ffa2326.txt
0/0b981faca9db.wav,0/0b981faca9db.txt
0/0b13130646db.wav,0/0b13130646db.txt
0/0c2d0c8b79b3.wav,0/0c2d0c8b79b3.txt
0/0c8d745fc0a3.wav,0/0c8d745fc0a3.txt
0/0c8d3868eecc.wav,0/0c8d3868eecc.txt
0/0c21ca6e0898.wav,0/0c21ca6e0898.txt
0/0c450a1e9896.wav,0/0c450a1e9896.txt
0/0c36763ee35b.wav,0/0c36763ee35b.txt
0/0c95055348da.wav,0/0c95055348da.txt
0/0ca6eb1423c3.wav,0/0ca6eb1423c3.txt
0/0cac8e4e23de.wav,0/0cac8e4e23de.txt
